,product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,revenue,profit,margin,price_ratio_1,price_ratio_2,price_ratio_3,price_diff_1,price_diff_2,price_diff_3,customer_score_ratio,customer_photo_ratio,description_length_ratio,is_weekend,is_holiday
10,bed1,bed_bath_table,03-01-2018,17,679.83,16.46235294,39.99,39,161,2,350,4,43,22,9,1,1,2018,15.88785047,3800,86.9,3.9,19.98235294,39.99,4,16.46235294,39.99,4,16.46235294,719.82,11557.11,11540.64765,99.85755649,0.46018412,1,1,-46.91,0,0,10.75,21.5,4.128205128,1,1
11,bed1,bed_bath_table,04-01-2018,13,519.87,14.23615385,39.99,39,161,2,350,4,34,21,9,1,1,2018,12.14953271,3800,85.045,3.9,12.94,39.99,4,14.23615385,39.99,4,14.23615385,679.83,6758.31,6744.073846,99.78935335,0.470221647,1,1,-45.055,0,0,8.5,17,4.128205128,1,1
12,bed1,bed_bath_table,05-01-2018,19,759.81,10.25631579,39.99,39,161,2,350,4,57,23,8,3,1,2018,10.26739356,3800,83.64961538,3.9,16.78038462,39.99,4,10.25631579,39.99,4,10.25631579,519.87,14436.39,14426.13368,99.92895512,0.478065557,1,1,-43.65961538,0,0,14.25,28.5,4.128205128,1,3
13,bed1,bed_bath_table,06-01-2018,5,199.95,13.998,39.99,39,161,2,350,4,43,21,9,0,1,2018,6.503115265,3800,79.9,3.9,23.00565217,39.99,4,13.998,39.99,4,13.998,759.81,999.75,985.752,98.59984996,0.500500626,1,1,-39.91,0,0,10.75,21.5,4.128205128,1,0
14,bed1,bed_bath_table,07-01-2018,8,319.92,20.4175,39.99,39,161,2,350,4,26,22,9,1,1,2018,12.07165109,3800,77.93333333,3.9,19.952,39.99,4,20.4175,39.99,4,20.4175,199.95,2559.36,2538.9425,99.20224197,0.513130881,1,1,-37.94333333,0,0,6.5,13,4.128205128,1,1
15,bed1,bed_bath_table,08-01-2018,8,313.92,16.33375,39.24,39,161,2,350,4,15,23,8,1,1,2018,9.293873313,3800,74,3.9,17.25571429,39.24,4,16.33375,39.24,4,16.33375,319.92,2511.36,2495.02625,99.34960539,0.53027027,1,1,-34.76,0,0,3.75,7.5,4.128205128,1,1
16,garden5,garden_tools,03-01-2017,6,419.4,32.68,69.9,36,450,1,9000,4.1,21,23,8,1,1,2017,9.107142857,19656,69.9,4.1,32.68,69.9,4.1,32.68,69.9,4.1,32.68,,2516.4,2483.72,98.70131935,1,1,1,0,0,0,5.12195122,21,12.5,1,1
17,garden5,garden_tools,04-01-2017,3,247.9,34.21666667,82.63333333,36,450,1,9000,4.1,17,20,10,2,1,2017,7.678571429,19656,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,419.4,743.7,709.4833333,95.39913047,1,1,1,0,0,0,4.146341463,17,12.5,1,2
18,garden5,garden_tools,05-01-2017,20,1956,39.8975,97.58823529,36,450,1,9000,4.1,34,23,8,1,1,2017,19.04761905,19656,59.9,4.1,19.7325,59.9,4.2,26.24666667,97.58823529,4.1,39.8975,247.9,39120,39080.1025,99.89801253,1.629185898,1.629185898,1,37.68823529,37.68823529,0,8.292682927,34,12.5,1,1
19,garden5,garden_tools,06-01-2017,8,712,40.80125,89,36,450,1,9000,4.1,26,22,8,1,1,2017,7.619047619,19656,59.9,4.1,17.67,59.9,4.2,16.26,89,4.1,40.80125,1956,5696,5655.19875,99.28368592,1.485809683,1.485809683,1,29.1,29.1,0,6.341463415,26,12.5,1,1
20,garden5,garden_tools,07-01-2017,10,890,39.156,89,36,450,1,9000,4.1,74,21,10,1,1,2017,9.523809524,19656,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,712,8900,8860.844,99.56004494,1.485809683,1.485809683,1.485809683,29.1,29.1,29.1,18.04878049,74,12.5,1,1
21,garden5,garden_tools,08-01-2017,7,683,39.5,97.33333333,36,450,1,9000,4.1,113,23,8,1,1,2017,6.666666667,19656,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,890,4781,4741.5,99.17381301,1.62493044,1.62493044,1.62493044,37.43333333,37.43333333,37.43333333,27.56097561,113,12.5,1,1
22,garden5,garden_tools,09-01-2017,9,891,39.01888889,99,36,450,1,9000,4.1,115,21,9,1,1,2017,8.571428571,19656,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,683,8019,7979.981111,99.51341952,1.652754591,1.652754591,1.652754591,39.1,39.1,39.1,28.04878049,115,12.5,1,1
23,garden5,garden_tools,10-01-2017,14,1386,45.77642857,99,36,450,1,9000,4.1,146,22,9,2,1,2017,13.33333333,19656,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,891,19404,19358.22357,99.76408767,1.652754591,1.652754591,1.652754591,39.1,39.1,39.1,35.6097561,146,12.5,1,2
24,garden5,garden_tools,11-01-2017,17,1683,32.86352941,99,36,450,1,9000,4.1,339,22,8,4,1,2017,16.19047619,19656,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,1386,28611,28578.13647,99.88513673,1.889062624,1.845352688,1.84063745,46.59305556,45.35171875,45.21428571,82.68292683,339,12.5,1,4
25,garden5,garden_tools,12-01-2017,11,1089,38.05545455,99,36,450,1,9000,4.1,184,21,10,1,1,2017,10.47619048,19656,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,1683,11979,11940.94455,99.68231526,1.796733212,1.786197564,1.775784753,43.9,43.575,43.25,44.87804878,184,12.5,1,1
26,garden5,garden_tools,01-01-2018,4,398,41.54,99.5,36,450,1,9000,4.1,137,23,8,2,1,2018,50,19656,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,1089,1592,1550.46,97.39070352,1.993987976,1.993987976,1.993987976,49.6,49.6,49.6,33.41463415,137,12.5,1,2
27,garden5,garden_tools,02-01-2018,2,202,43.555,101,36,450,1,9000,4.1,160,20,8,2,1,2018,25,19656,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,398,404,360.445,89.21905941,1.998213032,1.984282908,2.005673759,50.45483871,50.1,50.64285714,39.02439024,160,12.5,1,2
28,garden5,garden_tools,03-01-2018,1,101,67.02,101,36,450,1,9000,4.1,116,22,9,1,1,2018,9.107142857,19656,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,202,101,33.98,33.64356436,1.873840445,1.873840445,1.873840445,47.1,47.1,47.1,28.29268293,116,12.5,1,1
29,garden5,garden_tools,04-01-2018,1,101,79.76,101,36,450,1,9000,4.1,111,21,9,1,1,2018,7.678571429,19656,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,101,101,21.24,21.02970297,1.873840445,1.873840445,1.873840445,47.1,47.1,47.1,27.07317073,111,12.5,1,1
30,consoles1,consoles_games,07-01-2017,13,258.7,13.47307692,19.9,49,100,4,150,4.2,13,21,10,1,1,2017,7.59180791,2304,19.9,4.2,13.47307692,19.9,3.9,11.85,19.9,4.2,13.47307692,,3363.1,3349.626923,99.59938518,1,1,1,0,0,0,3.095238095,3.25,2.040816327,1,1
31,consoles1,consoles_games,08-01-2017,24,477.6,16.16375,19.9,49,100,4,150,4.2,33,23,8,1,1,2017,20.33898305,2304,19.9,4.2,16.16375,19.9,3.9,15.83272727,19.9,4.2,16.16375,258.7,11462.4,11446.23625,99.85898459,1,1,1,0,0,0,7.857142857,8.25,2.040816327,1,1
32,consoles1,consoles_games,09-01-2017,9,179.1,16.13333333,19.9,49,100,4,150,4.2,17,21,9,1,1,2017,7.627118644,2304,19.9,4.2,16.13333333,19.9,3.9,15.41111111,19.9,4.2,16.13333333,477.6,1611.9,1595.766667,98.99911078,1,1,1,0,0,0,4.047619048,4.25,2.040816327,1,1
33,consoles1,consoles_games,10-01-2017,28,603.2,13.53428571,21.54285714,49,100,4,150,4.2,38,22,9,2,1,2017,23.72881356,2304,21.54285714,4.2,13.53428571,20.66666667,3.9,12.80333333,21.54285714,4.2,13.53428571,179.1,16889.6,16876.06571,99.91986616,1,1.042396313,1,0,0.87619047,0,9.047619048,9.5,2.040816327,1,2
34,consoles1,consoles_games,11-01-2017,28,686,13.64535714,24.5,49,100,4,150,4.2,49,22,8,4,1,2017,23.72881356,2304,24.5,4.2,13.64535714,24.5,3.9,13.65217391,24.5,4.2,13.64535714,603.2,19208,19194.35464,99.92896003,1,1,1,0,0,0,11.66666667,12.25,2.040816327,1,4
35,consoles1,consoles_games,12-01-2017,16,392,12.87375,24.5,49,100,4,150,4.2,30,21,10,1,1,2017,13.55932203,2304,24.5,4.2,12.87375,24.5,3.9,13.52470588,24.5,4.2,12.87375,686,6272,6259.12625,99.79474251,1,1,1,0,0,0,7.142857143,7.5,2.040816327,1,1
36,consoles1,consoles_games,02-01-2018,5,162.5,15.256,32.5,49,100,4,150,4.2,6,20,8,2,1,2018,20.83333333,2304,32.5,4.2,15.256,32.5,3.9,11.85,32.5,4.2,15.256,392,812.5,797.244,98.12233846,1,1,1,0,0,0,1.428571429,1.5,2.040816327,1,2
37,consoles1,consoles_games,03-01-2018,6,195,18.05666667,32.5,49,100,4,150,4.2,13,22,9,1,1,2018,25,2304,32.5,4.2,18.05666667,32.74285714,3.9,14.02714286,32.5,4.2,18.05666667,162.5,1170,1151.943333,98.45669516,1,0.992582897,1,0,-0.24285714,0,3.095238095,3.25,2.040816327,1,1
38,consoles1,consoles_games,04-01-2018,7,245.4,12.98571429,35.05714286,49,100,4,150,4.2,13,21,9,1,1,2018,29.16666667,2304,35.05714286,4.2,12.98571429,34.2,3.9,15.015,35.05714286,4.2,12.98571429,195,1717.8,1704.814286,99.2440497,1,1.025062657,1,0,0.85714286,0,3.095238095,3.25,2.040816327,1,1
39,consoles1,consoles_games,05-01-2018,3,108.6,15.87,36.2,49,100,4,150,4.2,3,23,8,3,1,2018,12.5,2304,36.2,4.2,15.87,36.2,4.2,15.87,36.2,4.2,15.87,245.4,325.8,309.93,95.12891344,1,1,1,0,0,0,0.714285714,0.75,2.040816327,1,3
40,consoles1,consoles_games,06-01-2018,2,72.4,18.35,36.2,49,100,4,150,4.2,2,21,9,0,1,2018,8.333333333,2304,36.2,4.2,18.35,36.2,4.2,18.35,36.2,4.2,18.35,108.6,144.8,126.45,87.32734807,1,1,1,0,0,0,0.476190476,0.5,2.040816327,1,0
41,consoles1,consoles_games,07-01-2018,1,36.2,22.18,36.2,49,100,4,150,4.2,1,22,9,1,1,2018,7.59180791,2304,36.2,4.2,22.18,36.2,4.2,22.18,36.2,4.2,22.18,72.4,36.2,14.02,38.72928177,1,1,1,0,0,0,0.238095238,0.25,2.040816327,1,1
42,garden7,garden_tools,04-01-2017,1,59.9,17.16,59.9,57,339,2,1800,4.2,17,20,10,2,1,2017,7.879612825,32560,59.9,4.2,17.16,59.9,4.2,17.16,59.9,4.2,17.16,,59.9,42.74,71.35225376,1,1,1,0,0,0,4.047619048,8.5,5.947368421,1,2
43,garden7,garden_tools,05-01-2017,1,59.9,13.44,59.9,57,339,2,1800,4.2,34,23,8,1,1,2017,8.756805808,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,13.44,59.9,59.9,46.46,77.56260434,1,1,1,0,0,0,8.095238095,17,5.947368421,1,1
44,garden7,garden_tools,07-01-2017,4,239.6,17.67,59.9,57,339,2,1800,4.2,74,21,10,1,1,2017,8.711433757,32560,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.9,958.4,940.73,98.15630217,1,1,1,0,0,0,17.61904762,37,5.947368421,1,1
45,garden7,garden_tools,08-01-2017,6,359.4,16.26,59.9,57,339,2,1800,4.2,113,23,8,1,1,2017,11.31276467,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,239.6,2156.4,2140.14,99.2459655,1,1,1,0,0,0,26.9047619,56.5,5.947368421,1,1
46,garden7,garden_tools,09-01-2017,5,299.5,16.782,59.9,57,339,2,1800,4.2,115,21,9,1,1,2017,8.620689655,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,359.4,1497.5,1480.718,98.87933222,1,1,1,0,0,0,27.38095238,57.5,5.947368421,1,1
47,garden7,garden_tools,10-01-2017,11,658.9,14.80727273,59.9,57,339,2,1800,4.2,146,22,9,2,1,2017,18.96551724,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,299.5,7247.9,7233.092727,99.79570258,1,1,1,0,0,0,34.76190476,73,5.947368421,1,2
48,garden7,garden_tools,11-01-2017,20,1043.6,16.016,51.32222222,57,339,2,1800,4.2,339,22,8,4,1,2017,34.48275862,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,658.9,20872,20855.984,99.92326562,0.979301937,0.956642431,0.954198023,-1.08472222,-2.32605903,-2.46349207,80.71428571,169.5,5.947368421,1,4
49,garden7,garden_tools,12-01-2017,10,571.8,18.103,56.97777778,57,339,2,1800,4.2,184,21,10,1,1,2017,17.24137931,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,1043.6,5718,5699.897,99.68340329,1.034079452,1.028015837,1.02202292,1.87777778,1.55277778,1.22777778,43.80952381,92,5.947368421,1,1
50,garden7,garden_tools,01-01-2018,11,548.9,21.98272727,49.9,57,339,2,1800,4.2,137,23,8,2,1,2018,19.29824561,32560,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,571.8,6037.9,6015.917273,99.63592098,1,1,1,0,0,0,32.61904762,68.5,5.947368421,1,2
51,garden7,garden_tools,02-01-2018,8,411.2,14.08375,51.4,57,339,2,1800,4.2,160,20,8,2,1,2018,14.03508772,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,548.9,3289.6,3275.51625,99.57187044,1.016912375,1.009823183,1.02070922,0.85483871,0.5,1.04285714,38.0952381,80,5.947368421,1,2
52,garden7,garden_tools,03-01-2018,3,161.7,21.35,53.9,57,339,2,1800,4.2,116,22,9,1,1,2018,5.263157895,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,411.2,485.1,463.75,95.5988456,1,1,1,0,0,0,27.61904762,58,5.947368421,1,1
53,garden7,garden_tools,04-01-2018,8,431.2,19.56375,53.9,57,339,2,1800,4.2,111,21,9,1,1,2018,7.879612825,32560,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,161.7,3449.6,3430.03625,99.43286903,1,1,1,0,0,0,26.42857143,55.5,5.947368421,1,1
54,garden7,garden_tools,05-01-2018,9,477.1,16.46,52.9,57,339,2,1800,4.2,102,23,8,3,1,2018,8.756805808,32560,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,431.2,4293.9,4277.44,99.6166655,0.990355704,0.984927742,0.997024105,-0.51515152,-0.80952381,-0.15789474,24.28571429,51,5.947368421,1,3
55,garden7,garden_tools,06-01-2018,5,249.5,23.122,49.9,57,339,2,1800,4.2,58,21,9,0,1,2018,8.771929825,32560,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,477.1,1247.5,1224.378,98.14653307,1,1,1,0,0,0,13.80952381,29,5.947368421,1,0
56,garden7,garden_tools,07-01-2018,6,299.4,20.99,49.9,57,339,2,1800,4.2,54,22,9,1,1,2018,8.711433757,32560,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,249.5,1796.4,1775.41,98.83155199,0.999799639,1,1,-0.01,0,0,12.85714286,27,5.947368421,1,1
57,garden7,garden_tools,08-01-2018,7,349.3,24.48142857,49.9,57,339,2,1800,4.2,46,23,8,1,1,2018,11.31276467,32560,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,299.4,2445.1,2420.618571,98.99875553,0.999799639,1,1,-0.01,0,0,10.95238095,23,5.947368421,1,1
58,health9,health_beauty,02-01-2017,11,219.89,11.75090909,19.99,48,575,1,100,4.3,19,20,8,2,1,2017,14.94444444,4500,19.99,4.3,11.75090909,19.99,4.3,11.75090909,64.99,3.9,15.348,,2418.79,2407.039091,99.51418234,1,1,0.307585782,0,0,-45,4.418604651,19,11.97916667,1,2
59,health9,health_beauty,03-01-2017,9,179.91,13.81888889,19.99,48,575,1,100,4.3,25,23,8,1,1,2017,9.142857143,4500,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,219.89,1619.19,1605.371111,99.14655545,1,0.222135793,0.307585782,0,-70,-45,5.813953488,25,11.97916667,1,1
60,health9,health_beauty,04-01-2017,13,259.87,18.03846154,19.99,48,575,1,100,4.3,23,20,10,2,1,2017,5.777777778,4500,19.99,4.3,18.03846154,19.99,4.3,18.03846154,64.99,3.9,15.16888889,179.91,3378.31,3360.271538,99.46605073,1,1,0.307585782,0,0,-45,5.348837209,23,11.97916667,1,2
61,health9,health_beauty,05-01-2017,16,319.84,14.8475,19.99,48,575,1,100,4.3,41,23,8,1,1,2017,9.805555556,4500,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,259.87,5117.44,5102.5925,99.7098647,1,0.222135793,0.307585782,0,-70,-45,9.534883721,41,11.97916667,1,1
62,health9,health_beauty,06-01-2017,21,419.79,12.68333333,19.99,48,575,1,100,4.3,53,22,8,1,1,2017,7.345238095,4500,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,319.84,8815.59,8802.906667,99.8561261,1,0.222135793,0.33996874,0,-70,-38.80952381,12.3255814,53,11.97916667,1,1
63,health9,health_beauty,07-01-2017,29,579.71,11.13517241,19.99,48,575,1,100,4.3,61,21,10,1,1,2017,9.123015873,4500,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,419.79,16811.59,16800.45483,99.93376491,1,0.222135793,0.337346009,0,-70,-39.26666667,14.18604651,61,11.97916667,1,1
64,health9,health_beauty,08-01-2017,28,651.72,14.27678571,23.39740741,48,575,1,100,4.3,82,23,8,1,1,2017,8.007936508,4500,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,579.71,18248.16,18233.88321,99.92176315,1,0.260000082,0.396633453,0,-66.59259259,-35.59259259,19.06976744,82,11.97916667,1,1
65,health9,health_beauty,09-01-2017,24,575.76,16.12,23.99,48,575,1,100,4.3,89,21,9,1,1,2017,10.66666667,4500,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,651.72,13818.24,13802.12,99.8833426,1,0.266585176,0.406679098,0,-66,-35,20.69767442,89,11.97916667,1,1
66,health9,health_beauty,10-01-2017,27,647.73,13.13666667,23.99,48,575,1,100,4.3,81,22,9,2,1,2017,12,4500,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,575.76,17488.71,17475.57333,99.92488487,1,0.266585176,0.406679098,0,-66,-35,18.8372093,81,11.97916667,1,2
67,health9,health_beauty,11-01-2017,28,671.72,12.37535714,23.99,48,575,1,100,4.3,139,22,8,4,1,2017,12.44444444,4500,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,647.73,18808.16,18795.78464,99.93420219,1,0.266585176,0.406679098,0,-66,-35,32.3255814,139,11.97916667,1,4
68,health9,health_beauty,12-01-2017,19,455.81,12.45684211,23.99,48,575,1,100,4.3,112,21,10,1,1,2017,8.444444444,4500,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,671.72,8660.39,8647.933158,99.85616304,1,0.266585176,0.406679098,0,-66,-35,26.04651163,112,11.97916667,1,1
69,health9,health_beauty,01-01-2018,19,455.81,11.28736842,23.99,48,575,1,100,4.3,98,23,8,2,1,2018,33.92857143,4500,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,455.81,8660.39,8649.102632,99.86966674,1,0.266585176,0.406679098,0,-66,-35,22.79069767,98,11.97916667,1,2
70,health9,health_beauty,02-01-2018,14,335.86,12.55,23.99,48,575,1,100,4.3,126,20,8,2,1,2018,14.94444444,4500,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,455.81,4702.04,4689.49,99.73309457,1,0.266585176,0.406679098,0,-66,-35,29.30232558,126,11.97916667,1,2
71,health9,health_beauty,03-01-2018,8,191.92,14.19875,23.99,48,575,1,100,4.3,169,22,9,1,1,2018,9.142857143,4500,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,335.86,1535.36,1521.16125,99.07521689,1,0.286481968,0.406679098,0,-59.75,-35,39.30232558,169,11.97916667,1,1
72,health9,health_beauty,05-01-2018,7,167.93,7.988571429,23.99,48,575,1,100,4.3,159,23,8,3,1,2018,9.805555556,4500,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,191.92,1175.51,1167.521429,99.32041655,1,0.299912489,0.406679098,0,-56,-35,36.97674419,159,11.97916667,1,3
73,health9,health_beauty,06-01-2018,3,71.97,16.27,23.99,48,575,1,100,4.3,131,21,9,0,1,2018,7.345238095,4500,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,167.93,215.91,199.64,92.46445278,1,0.299912489,0.406679098,0,-56,-35,30.46511628,131,11.97916667,1,0
74,health9,health_beauty,07-01-2018,3,71.97,18.81,23.99,48,575,1,100,4.3,113,22,9,1,1,2018,9.123015873,4500,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,71.97,215.91,197.1,91.28803668,1,0.299912489,0.406679098,0,-56,-35,26.27906977,113,11.97916667,1,1
75,health9,health_beauty,08-01-2018,2,47.98,16.77,23.99,48,575,1,100,4.3,127,23,8,1,1,2018,8.007936508,4500,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,71.97,95.96,79.19,82.52396832,1,0.289659336,0.406679098,0,-58.83142857,-35,29.53488372,127,11.97916667,1,1
76,cool4,cool_stuff,07-01-2017,1,134.99,15.7,134.99,40,1456,1,2425,3.8,42,21,10,1,1,2017,1.428571429,16530,99.99,4.2,16.52909091,129.99,4.3,18.715625,134.99,3.8,15.7,,134.99,119.29,88.36950885,1.350035004,1.038464497,1,35,5,0,11.05263158,42,36.4,1,1
77,cool4,cool_stuff,08-01-2017,1,134.99,15.7,134.99,40,1456,1,2425,3.8,39,23,8,1,1,2017,1.428571429,16530,99.99,4.2,18.975,116.9275,4.3,19.02125,134.99,3.8,15.7,134.99,134.99,119.29,88.36950885,1.350035004,1.154476064,1,35,18.0625,0,10.26315789,39,36.4,1,1
78,cool4,cool_stuff,10-01-2017,12,1763.88,18.755,146.99,40,1456,1,2425,3.8,33,22,9,2,1,2017,17.14285714,16530,99.99,4.2,16.95,119.99,4.3,19.997,146.99,3.8,18.755,134.99,21166.56,21147.805,99.91139325,1.470047005,1.225018752,1,47,27,0,8.684210526,33,36.4,1,2
79,cool4,cool_stuff,11-01-2017,27,4248.73,20.83703704,157.3603704,40,1456,1,2425,3.8,42,22,8,4,1,2017,38.57142857,16530,99.99,4.2,16.1875,129.99,4.3,22.67444444,157.3603704,3.8,20.83703704,1763.88,114715.71,114694.873,99.98183593,1.57376108,1.210557508,1,57.3703704,27.3703704,0,11.05263158,42,36.4,1,4
80,cool4,cool_stuff,12-01-2017,29,4842.71,24.47137931,166.99,40,1456,1,2425,3.8,38,21,10,1,1,2017,41.42857143,16530,99.99,4.2,15.26666667,129.99,4.3,25.59,166.99,3.8,24.47137931,4248.73,140438.59,140414.1186,99.98257503,1.670067007,1.28463728,1,67,37,0,10,38,36.4,1,1
